LABEL	preprocessing_C
AGAINST	RT AstroxRepublica El primer programador de la història fou una dona Ada Lovelace 
AGAINST	És cert que la Generalitat es gasta 2642724€ en nous equips audiovisuals al Parlament  vía DolcaCatalunya
FAVOR	RT Ormellix Els meu vot és i será sempre independentista Però no és gratuit no el regalo NO ÉS DE FRANC Si el voleu espavileu
FAVOR	Comparteixo ladmiració per HiginiaRoig i la seva frase en relació a l1O I volent ser república hem après a ser poble  Sabrem fer realitat la república company  
FAVOR	InesArrimadas lamenta que el govern espanyol assumeixi el relat separatista amb la figura del relator que considera una humiliació a Espanya i una vergonya per als catalans 
FAVOR	RT leotaxil Per què diuen Mossos constitucionalistes quan volen dir Mossos feixistes ultres catalanòfobs i espanyolistes
FAVOR	Ara mateix a Vic els MOTARDS11S independentistes comencen a marxar direcció Barcelona Diada2018 Això petarà duna manera mai abans vista Bestial gent LlibertatPresosPolítics 
NONE	El judici es reprèn amb les declaracions de Jordi Turull i Raül Romeva Turull respondrà a la Fiscalia i a lAdvocacia de lEstat Romeva només contestarà el seu advocat El següent a declarar serà Josep Rull previsiblement demà  JudiciTV3CatRàdio 
NONE	Diego Pérez de los Cobos Em va semblar excepcional que en una Junta de Seguretat daquelles característiques hi fos present el major Trapero  JudiciTV3CatRàdio 
AGAINST	Hem de dir que lagressor és un policia camuflat dindependentista Que estigui identificat com a CDR reconegut i parent de Carles Sastre no importa ja sabeu el que pensem nosaltres només depèn del que diem nosaltres perquè als comentaris que no interessen li fem un Tortosa
FAVOR	Pérez de los Cobos acaba de dir que va fer un xantatge a MHP KRLS que digués a la població que no es fes el referèndum i així evitaria la VIOLENCIA POLICIAL Ho he entes be RaholaOficial JaumeAlonsoCuev JudiciProcés JudiciTV3CatRàdio judici1O JudiciFarsa JuicioProcés
FAVOR	Bloquejarem tota normalitat mentre la vostra indiferència i la dels esquiadors madrilenys bloquegin les nostres llibertats Si una hora us sembla massa temps imagineu un any a la presó TombemElRègim JudiciFarsa 
AGAINST	Lescàndol sobre els missatges entre jutges espanyols carregats dodi i insults contra els independentistes i els seus líders segueix portant cua i segur que encara generarà més reaccions Anonymus Catalunya publicarà avui noms dels jutges catalanofobs 
FAVOR	RT PepsinaMataro Pengen una pancarta de suport als presos polítics a Ceret 
AGAINST	La Fiscal General de lEstat diu que no cedirà a pressions per rebaixar les penes dels processats Per GemmaLinan a elnacionalcat 
FAVOR	Mha emocionat aquesta referència a El nom de la rosa  Gallina de pell És així Riure deforma la cara dels homes i els converteix en micos I Guillem de Baskerville respòn Els micos no riuen Brutal Independència JoAcuso 
AGAINST	Leducació la sensibilitat lassertivitat la claredat i la tolerància den Quim deix en evidència les nostres limitacions i la innecessària existència dels srs Espades Gràcies a tots els Quims per ensenyarnos dia a dia a ser millors persones 
AGAINST	jordimill PSGinside Que no ens eliminen a nosaltres ara perquè està pintant tot molt bé i ho hem daprofitar
AGAINST	QuimTorraiPla Només calia veure com estaven dencantats amb les propostes de diàleg dels independentistes els dies 6 i 7 de setembre Arrimadas Iceta Albiol Coscubiela i Rabell Quina fórmula més dialogant el referèndum o referèndum 
AGAINST	🔴 Xavier Xirgo director El Punt Avui Lempresa va decidir que el Dret a Decidir era un valor a publicitar   JudiciTV3CatRadio  
AGAINST	RT FicapalDe QuimTorraiPla Vostè és així de veritat o només dissimula
NONE	Acusen lalcaldable de Cs a Madrid Begoña Villacís damagar el seu patrimoni durant 3 anys  
FAVOR	mvilaredon Si portem 300 anys guanyant i quan la bèstia ensenya la poteta via 155 tot són renúncies passes enrere i neoautonomisme espero no saber mai què considera aquesta gent com una derrota clara i rotunda
FAVOR	Amb partits com Cs que es dediquen dia rere dia a fomentar lodi i a blanquejar el feixisme els nostres pobles i viles senfronten constantment als atacs descamots feixistes que actuen amb massa impunitat Sort que el Jovent Revolucionari diu prou i els hi planta cara ✊🏼 
AGAINST	peredepalau FormenteraLife jbascu53 Si Sou dun supremacisme que espanta La majoría del poble català patiría molt amb la Catalunya que vols Sou uns xenòfobs de llibre
AGAINST	♀️ Fem de Barcelona una ciutat feminista jo sóc feminista DiadelaDona Diainternacionaldelamujer vallsperlaigualtat VallsBCN2019 FelizDiaDeLaMujer VallsBCN2019 
NONE	Cinc dels set detinguts per la violació en grup duna noia de 18 anys a Sabadell shan acollit al dret a no declarar davant el jutge Els altres dos només han respost les preguntes dels seus advocats  
AGAINST	RT ARAsocietat La remunicipalització de laigua a Terrassa serà efectiva a partir del proper 10 de desembre 
FAVOR	Bon dia☀️ Ànims avui segueix Spanish Circus Romeva i Turull els posarán a lloc altre cop JoAcuso
NONE	alexapest CatalunyaFreeTV Em quedo amb fotlifairy 💛💛💛
NONE	🔴 Quim Torra El que està en judici a Madrid són els vostres drets civils com a ciutadans europeus  
AGAINST	Sóc xarnego Vaig passarme mitja vida essent indepe i després de la deriva unilateral i totalitaria viscuda entre 201517 no vull saberne mai més res més dindependencia 
AGAINST	RT joaquimcoll Molt encertat mercajordi als tertulians indepes de vialliure deixeu de mentir
FAVOR	Vosaltres vareu votar contra els Pressupostos de Junts Pel Sí que revertien les retallades en Sanitat daixò no tenrecordes puto cínic 
AGAINST	Algú sap si durant la declaració de Núria de Gispert al Suprem algú es va negar a parlar amb ella per no normalitzar lextrema dreta xenòfoba
FAVOR	🎙 consellera elsaartadi Espanya no és una democràcia plena té tics franquistes 📌 Recupera lentrevista a 24horasrne  
NONE	HiginiaRoig I només 11 dels agents amb informe mèdic en centres de lICS La resta suposem que ho van fer en centres privats o per serveis mèdics propis de la PN Preparemnos perquè tenim la sensació que quan es presentin els informes a judici ens podem fer un bon fart de riure
AGAINST	324cat No era tot una cosa simbòlica 😂😂😂
AGAINST	ramirp El PSOE està guanyant temps x guanyar eleccions Els interessa que estiguem calladets És ara que hem de dir NO a tot Celrà CongresXRep
AGAINST	BdnAlbert antoniobanos elperiodico EnricHernandez Que em perseguiras amb aquesta foto per tot Twittercollons si que tha dolgut Per què et quedi clarjo sóc de la CGTmarginal i aquesta foto no canvia res de la vostra vaga fake
FAVOR	Ni marianorajoy ni sorayasds han pogut provar cap dels delictes contra els presospolítics Si segons la llei espanyola convocar un referèndum dindependència no és delicte per què sels està jutjant  judicialademocràcia FreeTothom 🎗 
AGAINST	RT maibortpetit En Cùcuta mas soldados se pliegan a Guaidò 
FAVOR	El detall més esperpèntic de la sessió davui és quan el fiscal sha referit a Puigdemont com a Delegat de lEstat a Catalunya Ho ha fet per a humiliarlo però amb tan poca traça que sha inventat un càrrec inexistent tot fent així un ridícul espantós
FAVOR	A iec també apliquen el 155 També hi ha ciudadanoscs per carregarse el català Qui en nomena els que decideixen bestieses com aquesta 
FAVOR	La filla del conseller Forn denuncia a Nacions Unides la persecució política dels líders independentistes  vía elpuntavui
NONE	Diego Pérez de los Cobos el coronel que va coordinar la policia l1O ha explicat que van actuar amb ús exquisit de la proporcionalitat davant un grau de virulència que els va sorprendre El més destacat de la seva declaració aquí  JudiciTV3CatRàdio 
NONE	Nou decret de Sánchez registre horari a la feina i ajuda als parats de llarga durada  
FAVOR	Siguem clars i parlem de política quimforn i jorditurull responent els fiscals no fan una defensa tècnica sinó una de ben política desmunten amb tot el coratge les mentides les fal·làcies i les dobles mesures dels aparells de lestat judicial policial Un 10
AGAINST	ValenciaColapsada RibòALCarrer StopCarrilBici ComprmisEsSeparatista LaSilenciosaCat NoVotesSeparatistas 28AVotaCambio 26MVotaCambio 
FAVOR	RT LaYeniGran Tant és quan llegeixis això Diada2018 Independencia FemSal 
NONE	El milagro antigrasa de Fairy Si a Espanya es retransmitís en directe i sense talls preseleccionats i veiessin el JudiciProcés no els quedarien massa més alternatives que ferse independentistes caurels la cara de vergonya o tancar la televisió 
FAVOR	Un últim esforç que tenim presos i exiliats 
AGAINST	vpartal VilaWeb Mentida feixistes
FAVOR	RT paumogasln Està a 1 concretamente de dir CROQUETAMENTE JudiciTV3CatRàdio
NONE	El dia en 4 tuits Detingut el líder de Vox a Lleida per haver abusat suposadament dalmenys dos homes discapacitats 
NONE	Linspector en cap en qüestió està integrat a la Brigada Provincial dInformació de Barcelona La mateix unitat a la que pertany linspector que va apallissar el fotoperiodista jordiborras
NONE	Les treballadores cobrem 5793€ menys lany de mitjana que els treballadors Les dones acostumem a treballar en categories inferiors i tres de cada quatre treballen a jornada parcial La bretxa salarial a Espanya és del 2235 a Catalunya el 2344  
NONE	José Antonio Nieto exsecretari dEstat de Seguretat Després de la Junta de Seguretat teníem clar que lactuació dels Mossos dEsquadra no seria ladequada durant el referèndum  JudiciTV3CatRàdio 
NONE	🔊 Vox és lacusació del poble espanyol en defensa de la seva dignitat  Javier Ortega Smith fa una conferència al Parlament Europeu 
AGAINST	CridaNacional KRLS tonicomin MeritxellSerret PuigGordi ClaraPonsati martarovira AnnaGaSabate cupnacional valtonyc El dia de les comparacions raonables i la ètica no vareu anar a classe
AGAINST	RT Qvancells InesArrimadas Torra no Molt Honorable President de la Generalitat de Catalunya MHP si prefereix abreujar
FAVOR	Alguns el prenem com a mandat democràtic però no serveix de res si no lhi considera gairebé tota la població No cal un 80 dindepes però sí un 80 de gent que consideri que sha fet un referèndum vàlid i que nacati el resultat La resta literatura O màgia 
NONE	🤔 Comencem la setmana amb una frase de ganyet Laccés a les noves tecnologies té un cost alt per a les nostres vides però som capaços de prescindir dels aparells bàsics per viure a la moda tecnològicadigital Viure el futur és necessari però és car 
FAVOR	2 Si a algun lloc tenia sentit lluïr el llaç groc era a Madrid És allà on hem de fer entendre el que pensem molta gent Considerem que hi ha presos polítics Que el seu empresonament és una greu injustícia I que en reclamem el seu alliberament i el retorn de tots els exiliats
NONE	wagensberg jaumesol La pertinença a organitzacions polítiques i socials legals no entra dins de la llibertat ideològica i la protecció de dades Podrien preguntar obertament per lopció sexual o la religiosa Estan contravenint la LOPD JaumeAlonsoCuev Jaumeasens AssocAtenes malegreroca
AGAINST	Quan penseu sobre el que ha passat avui recordeu només que els taxistes van parar un VTC amb una família a dins i li van calar foc Nosaltres hem llençat pols de guix de colors
AGAINST	RT JaumedeMallorca elsaartadi Pero Elsa a lo important Monclair o Prada
FAVOR	RT AiMariaa RamonSargatal I mentrestant el seu jefe el Buenafuente presentant els Goya a Sevilla i fent brometes sobre Puigdemont
FAVOR	rogertorrent Ho diu el que va decidir que no es podia investir al president que havien elegit els catalans pq el govern espanyol no volia Això era per acostarte a la ciutadania catalana o al del govern espanyol O potser a la ciutadania espanyola ProuCensura Directe68
FAVOR	Us imagineu a França Anglaterra o Alemanya policies assassins o que han participat en cops destat o que premien antics soldats nazis fossin testimonis contra polítics pacífics i democràtics Què dirien els dirigents socialistes daquests països I ara mireu el silenci dIceta
NONE	RT Casaorlandai Aquesta tarda toca sessió de Les veus de la república Ens hi veurem 
AGAINST	habitatge DESC i el Col·legi dAdvocacia de Barcelona porten al Tribunal Constitucional els desnonaments oberts  via socialpuntcat 
NONE	Enric Millo Puigdemont em va traslladar la seva intenció darribar a un acord amb lEstat Ens vam reunir diverses vegades en privat sempre amb cordialitat  JudiciTV3CatRàdio 
FAVOR	Creuré en la democràcia dEspaÑa quan Rajoy i uns quants més de la seva banda siguin els jutjats i condemnats i no els nostres polítics Es a dir mai  
FAVOR	RT DavidGR1714 El PSOE del 155  els GAL  Alfonso Guerra etc parlant de federalisme  ens prenen per imbecils 
AGAINST	JuanmaRoAr cupnacional EnricMillo jcuixart omnium Quin mal i quina ràbia fa veure això
NONE	Teresa Guix A principis del 2017 vaig treballar en la web del pacte pel referèndum Ho vaig facturar i després vaig fer una factura negativa per no cobrarho  JudiciTV3CatRàdio 
FAVOR	lopezbofill Això esperem tot i que caldrà esperar uns anys Quan semeti des de lestat català una ordre de detenció internacional contra diverses persones Espanya no hi col·laborarà igual com no va extradir cap nazi fins i tot amb govern del PSOE
FAVOR	El bloc constitucional ha dassumir el dret a lautodeterminació perquè és un dret reconegut en làmbit internacional  ha afirmat Junqueras JudiciProcés 
