LABEL	preprocessing_A
FAVOR	quin banyar declaració tribunal quedar mica dignitat anar hotel descansar dema matar agafar primer casa #llibertatpresosipresespolitiques
AGAINST	mentir falsedat despres politics independentista trilers dir veritat metjar
FAVOR	minutar minutar perez cobos col·locar nen gent granar protegir papereta primer delegar governar espanyol jornada segon ocupar carrec coronel guardia civil cordinador dispositiu policial
FAVOR	molt valer donar respondre contundent fiscal #judicialademocracia #judicfarsa #judicitvcatradio
FAVOR	avui publicar lokupacio impedir jove marxar barrar tambe publicar organitzacio blocar lluitar avui sempre veines front lespeculacio #larevoluciodelflow #prouespeculacio
NONE	molt dextremar guionista parodiar aixo realitat superar ficcio bestia
AGAINST	veritat dentrevistar assasinar innocent quin opinio tenir politics ser jutjat sequivoqui direccio partir esta preso esta mà poder judicial lestat volguem confondre ningu
AGAINST	#jonofaigvagaf esta convocar asesino
AGAINST	curt lacusat ladvocat pero quin pinyaco sendura merèixer demanar any explicar vida algu importar xdddd
AGAINST	formar politica valencià servir este consellar revertir greu crisi institucional social economica situarnos moment valencia establar prometedor funcionar inspirar politica espanyol
NONE	compromis politic celebrar referendum estimar conseller amic graciar compromis fermesa enfrontarte falsedat veritat forçar abraçar
AGAINST	problema sobiranisme politic mancar comunicacio explicar adversari faras destrategia escriure dimarts tresar dabril naprenem caure rajoy caçar mosca deixar correr
FAVOR	#cargaspoliciales desblocar acces #joacuso #judicifarsa
AGAINST	enquestar estas dacord criticar puigdemont torra parlament europeu recordar pot deixar aqui comentari enviarlo whatsapp programar
FAVOR	compromis portarlos presó catalana trifachito guanyar tancar deixar morir catala escolar perillar mosso passar policia espanyol haura purgar pero independencia irreversible
FAVOR	pero començar republica mentir republica cervell milió personar implementarla thomas schulze exercir desobediencia pacificar total lamp
AGAINST	aixo danar parlar governar justificar votar favor cosa raval misericordia funeraria publicar dentista municipal començar bastar cansar
AGAINST	noia creure facil denganyar sap mentir pero seguidor dropo tragar
FAVOR	ratar seguir hamelin españa #nosurrendercat
NONE	realitat guardia civil veure obligar protegir restar guardies civil
AGAINST	️️ nòmer sortir pressionar fer passar endavant gent mobilitzar forçar aquest sortir reivindicar independencia guanyar urna inscriute diada #femlarepublicacatalana
FAVOR	avui despres destar presentar lloc desfer dubtar internar almenys voler independencia caldre postura plaçar sant jaume laietà sense paper assolir independencia
FAVOR	donar odiar #millomentider treballar llepaculs sempre #judicifarsa
AGAINST	resultar elecció sindical generalitat situar ccoo segon sindical personal dadministracio tecnic
AGAINST	presidenta quan parlar #dones directiva parlar defectivitat treballar executiu #eleccionscambra
NONE	subaru darrere majorar trollejada gosho sense dubtar millorar #detectiuconanxl
FAVOR	atenció divers agressió feixista despres manifestacio espanyolista barcelona
FAVOR	ballar capgròs politics represaliats josep rullar lluis puig #anysjoseprull
AGAINST	entendre independentista voler negociar pactar feixista desquerres amenaçar judici sumarissims contra hostatjar politics empresonar injustament
AGAINST	exiliar brussel•les rapers esperar entrar preso #willytoledo capturar imoral
AGAINST	final caldra donar graciar rivera aconseguir unir l´independentisme rivera dimissio
AGAINST	fiscal obligacio denunciar delicte delinquents jutjar fiscal #yasitodo
FAVOR	nòmer plantejar votar duna llistar unitaria incloure partit entitat poder donar blanc sistematicament incomplir mandat poder volguin
FAVOR	#inesssss preferir performance dhabi dir desertar bonic
AGAINST	larribada nou fiscal general lestat suposar agreujament acusació majorar trapero intendent laplana secretari cesar puig director soler
FAVOR	animal vendre conmemorar aixo sant jaume aixo todo vivido juntos dir doncs sere alla esperar molt pels sant colló ovari entrar plaçar bestia #proulliris #totsasantjaume
AGAINST	greu banda estafar encarar tambe culpar management
FAVOR	ahir creure enric millo poder fastic equivocar #judicifarsa #judicitvcatradio
AGAINST	paisos civilitzar democracia esta afiliació politiques justicia tambe prendre notar rentar boca lleixiu pudor dictadura arribar agraiment sentir
AGAINST	crisi humanitaria monja convergent
FAVOR	lobstinacion tribunal suprem mantenir lacusacio rebelio contra liders politics independentista disbarat injusticia intolerable tant article dignacio sanchez cuenca
FAVOR	tarradellas puigdemont cinc periodista explicar part humà president generalitat descobrir extra d#historiespalautv
AGAINST	clau independencia altre aferrarse lideratge politic questionarse absolutament #nomeselpoblesalvaalpoble
FAVOR	aconseguir voler graciar governar fantastic
AGAINST	avui #plebcn visitar veins veines teixonera sant geni denunciar incompliment falsar prometre colar governar abandonar barri vulnerable barcelona
FAVOR	segon espanya aixo delicte #marcaespana #judicifarsa
AGAINST	merda pudor nacionalisme aixo
FAVOR	escoltar lexsecretari destat seguretat veure seguir pensar governar legitimar tenir intencio independencia
AGAINST	festen soci regalar domas exigir llibertar pres politics perque pres politics tenir llibertar haura llibertar jo perque defensar pacificament dret civil davant repressio injusticia
AGAINST	llavor voler them considerar català
AGAINST	tot merda larmada espanyol homenatjar almirall bombardejar barcelona
FAVOR	politoleg cridar necessitar unitat absolut independentista metre vinent
FAVOR	alcemnos molt graciar gent omplir lauditori graciar àlex vendrell presenciar parlament #alcemnos pels dret civil politics social
AGAINST	️️ fer inscriuthi imprescindible organitzar omplir tram noblidis clamar donar voltar interpel·lar politics #femlarepublicacatalana
FAVOR	mantenir plaçar ple despres algu dir preparar defensar institució poblar tossudament alçar quedar clar #nopassaran #holinopassareu #omplimsantjaume
FAVOR	governar suspen agenda dijous suportar convocatoria #vagageneralf
FAVOR	portar doctubre poder permetre repressio venir mà rodar premsar concentracio suportar multar pels tall divendres setembre plaçar triangular #figueres #niunames #decidimser
AGAINST	perillar coneixeras lamic refrany popular
FAVOR	conseller prendre politic ostatge lestat espanyol preso soto real nit esta tancar dhaver obeit mandat poblar catalunya sortir urna #judicifarsa #llibertatrull #llibertatpresospolitics
NONE	️ març tesperem lentrega prémer maria aurelia capmany exposar projecte concebut combatre bretxa salarial poder participar votacio prémer publicar #diadones mercat flor
NONE	donar denunciar ryan Adam assetjament masclista quin titular twitter
AGAINST	poder dirli podra parlar
FAVOR	penal xiular suarez barça sotmetre referendum seguir lligar espanyol
FAVOR	iniciar negociacio negar lobjectiu final mateix analisi implicació tenir moviment governar espanyol dia linici judici pressupostar analisi
FAVOR	vicepresident reclamar governar espanyol acabar impunitat contra lindependentisme
FAVOR	deure passar donar home pres politics preventiu quedar tirar endavant families temps incert injust
NONE	aquest video condemnat reu colpista judici declaració context segurament context culpabilitat dinnocencia context repressio politica democracia judici politic
AGAINST	pintar vidre declarar prou tallar proclamar veure vague aixi deduir trobar tallar midar aprofitar demanarne grossa sortir facil regir bonissim
NONE	mateix dialegs literari conduit
AGAINST	ocupar palau generalitat lliurar guardia civil matar
AGAINST	aquest tardar membre junt governar parlament catalunya compareixença relacio projectar llei contracte servei personar parlar #educaciosocial parlament
NONE	pero home esta jubilar vergonyar llei igualar jubilat politics dedicar escriure activitat investigar hisenda pensio politics colorar restar mortal
AGAINST	programari lliurar menar desperanto nòmer demostrar mancar criteri aixi confiar neonazi sinventen relatar partir donar
AGAINST	representar governar
AGAINST	huevazos bartomeu gros campar
FAVOR	granar qclar josep entrar gent desquerra confiar carles puigdemont esquerre asaltar cielos diu abandonar carrer doncs menjar patata assumirho canviar
NONE	fer conya imatge ull tancat confessar adormir sortir preso arribar cel·la lloc agradable programar lhumor catarquic
FAVOR	creure jo totses construir nou societat justar igualar lliurar aturar ️️ #somrepublica
FAVOR	jutjat preso guardia civil policia nacional governar rajoy fiscal jutjar prevaricador canvi sestar jutjar gent innocent vergonyar pais espanya
AGAINST	aprofitar lonada mediatica rialla linforme preliminar lexperiment dintroduir renda basica finlandia escriure aixo donar diner millorar politica social
AGAINST	ahir sentir dir poder guanyar posar pellar gallina alea tot votar fer tripait dextrema dret votar paits indepes plaure
FAVOR	voler xantatge emocional jugar companya feina partir car aviar transportar adaptar camí carrar trobessim collejar lestany segur evitar hosties puguessin votar
FAVOR	molt company andreuencs #ivanidavidabsolucio #votarnoéscapdelicte #santandreu granar abraçar solidar ivan salut company
FAVOR	mala llengues puigdemont president lexili
AGAINST	deiem començar voragine
FAVOR	l#ajax deixatar blanc madrid treient #francoland #fairy #mes
FAVOR	avui feixisme espanyol violentar tornar assenyalar treballador escamot ultrar agressiu atonyinar periodista cameres televisio català escolar slobodan milosevic
FAVOR	espanya pais corrupte deuropa manipular curriculums comptabilitat premsar justicia respectar resultat electoral pero independentista creure referendum pactar espanyol portar
AGAINST	jaume collboni tenir tenir millorar concepte quim forn politic persona veure estremera anar
AGAINST	lescola santpedor mirall catalunya voler imposar #nopassareu
FAVOR	allo destruira ell fara aigues pensar #nosurrendercat
FAVOR	març manifestar madrid guiar anarhi valles occidental #independencia #estatpropi
FAVOR	tenir preveure desallotjar lacampada independentista jaume evitar incident manifestacio contra imersio linguistica diumenge
FAVOR	preso llarg sumar condemnar #presospolitics dabsolucio totalitat daquests nòmer contar temps preventiu aixi mateix dividir temps lestada
AGAINST	mencanta posar critics interessar pero obviar important
AGAINST	lidia heredia albert rivera voste preguntar politic tenir posim aqui preguntar
FAVOR	pres politics continuar preso motiu politics exiliat politics continuar lexili motiu politics nòmer tornar #femlarepublicacatalana #freetothom
FAVOR	espanya tonta sentrena fotre campar #independència
FAVOR	estament tenir radicalment prohibir ficarse politica jutjar militar policia monarquia aqui lavantguarda l#aporellos lextrema dret aixo tambe regnar despanyar il·legitim #causajusta #republica #éspossibleara
FAVOR	episodi parlament poseuli recordar espectacle salari publicar pagar tot #vergonya
AGAINST	quedar bonic allo proces resoldre viar judicial ferte perdonar pels creure catalunya seu pero petar llei veure possibilitar
AGAINST	tardar molt moteros voler saber fatxa
AGAINST	falsar
AGAINST	nòmer esperar algun gent viure catalunya
AGAINST	quin barrar dia jugaveu juntets fervos foto amiguets
AGAINST	memoria governar rajoy aprovar llistar mesurar senat modificar perque senat espanyol fixar relacio taxar mesurar justar contrari afirmar tribunal suprem
FAVOR	amenaçar hostatjar amenaçar families #icetadimissio confima judici polític reconèixer tambe #noatot
FAVOR	prepareuvos faltar piolins fentse victimes declarar fantasiar saber fabricar indepes inflamar cremar
FAVOR	despres empassar tirar endavant unitari oblideunos #judicifarsa
AGAINST	semblar ernest maragall raval dentista municipal rebaixar preuar enterrament tambe politica petit pretendre alcalde barcelona
