LABEL	preprocessing_D
AGAINST	budadebroma partit_pirata arfues martaroqueta I jo fa anys que he vist aquest odi a molts llocs. Ja hi era. És qui va matar l'Estatut, per exemple.
NEUTRAL	El Govern central ajorna a l'1 d'abril l'ampliació de les baixes per paternitat 
FAVOR	Bona nit! Recordeu que la mobilització no s'atura. Aquest diumenge el rei dels espanyols, Felip VI, serà a Barcelona en el sopar d'inauguració del MWC, i els CDR ja han convocat per protestar contra la seva presència. NoSurrenderCAT NiReiNiPor 
NEUTRAL	M'alegra haver invertit més temps donant les gràcies que discutint amb trolls. Ha estat preciós descobrir com la xarxa fa de coixí i suport. Per la resta saber que ens esperen les grans alberedes. La feina feta posant-hi el cor no té dubtes. Gràcies.
FAVOR	RT david_riure: -Me llamo Teresa Guix. -Guiks. -Guix. JudiciTV3CatRàdio
FAVOR	Quina vergonya el JudiciFarsa i tot el que l'envolta. La trucada de AngelaMerkel a marianorajoy exigint aturés la violència policial ara és estábamos agotados de repartir hòsties a tort i a dret o quan baixen els efectes dels estupefaents. LlibertatPresosPoliticsiExiliats 
FAVOR	Els espanyolistes ja tenen dos candidats per guanyar Colau i Valls i els autonomistes un per perdre ,Maragall . Ara falta saber si finalment haura un candidat independentista per guanyar o n' hi haura un altre d' autonomista per perdre
NEUTRAL	El meu objectiu no és estar tota la meva vida política al Senat , adverteix Pascal, qui treballa entre Madrid i Barcelona al marge d'altres dirigents del PDeCAT, que segueixen les directrius de Puigdemont. cridanacional 
AGAINST	500x20 🔝 ActualitzacióDesnonament 🔝 📅 DIMARTS 19/02 19F NouBarris SantAndreu 📌 Llocs: - Centre, 5 Guinardó - Foradada, 100 TrinitatVella - Claramunt, 1 BonPastor - Cadí, 37 Turó ⏰ Hores: - 8:00 - 11:30 - 9:00 - 10:30 ✊ Convoca: 500x20 NoEnsFaranFora 
FAVOR	Prou ja mossos . MiquelBuch QuimTorraiPla . Si cal foteu tots fora i feu un nou cos lleial amb els drets humans. Prou dels putos salvatges que teniu al cos . mossos 8M 
FAVOR	Marchena anticipa que la sala no donarà resposta a les al·legacions sobre la vulneració de drets fonamentals que han presentat les defenses perquè no s'han tipificat encara els delictes de les acusacions JudiciProcés 
AGAINST	KenHaprenguin moragasai 😂 Si tens por és legítim però et repeteixo que al Congrès dels Diputats estan representats els polítics defensors de l'independentisme, per exemple Rufián o Tardà... estan a la presó? No! Perquè la Constitució permet els partits independientes, cosa que la majoria de països no.
FAVOR	La campanya electoral d’InesArrimadas començarà demà a Waterloo. Fins aquest punt Catalunya centra la política espanyola. I és la demostració que el partit espanyol ultra CiudadanosCs no té cap projecte per a Espanya més enllà de l’anticatalanisme. 
AGAINST	jmangues I no ho va denunciar en el moment que va passar?
FAVOR	Veieu tota aquesta gent? És la que avui ha anat a escoltar Ortega Smith a l'acte de la ultradreta vox. Quan les dictadures feixistes tornin a arrasar Europa, ells en seran els primers culpables shameEU 
NEUTRAL	A les 19 h comença l'acte 'Ciberviolències i participació política de les dones' al cececebe. Podeu seguir l'activitat per streaming al canal de Youtube de pikaramagazine! L'aforament està complet. Amb FondoCalala, FrontLineHRD i Laia_Serra_... InternetFeminista 
AGAINST	Mas-Colell: Qui pensi que el senyor Sánchez i els senyors Casado, Rivera i Abascal són el mateix, pateix una ceguesa aguda. 
FAVOR	1. Podia haver sortit per la porta principal sense cap tipus de problema. Així se li va dir. 2. No ho va acceptar. Ok, doncs surti per dalt. Ni 1,50m. Una escalada només a l'abast de gran especialistes... 🙃 JudiciFarsa FakeTrial 
AGAINST	mustread Les 25 científiques que has de conèixer , via nuvol_com: 
FAVOR	Votant causarem inestabilitat política i econòmica a l'Estat , Hem de bloquejar qualsevol investidura , Espanya serà ingovernable , Amb 30 diputats independentistes serem més aprop de la República ... Mentrestant, a can ERC (i PdeCat): 
NEUTRAL	Mossos y Guardia Urbana inician el operativo permanente contra el top manta en Plaza Catalunya 
AGAINST	RT jsccatalunya: 🏁 Preparades i preparats! 👉🏼 La JSC dóna el tret de sortida per entrar als Ajuntaments 👇🏼  JSCals…
AGAINST	nilruf Jo igual. La puta llei mordassa m'ha fet empassar més de dos i tres tuits. Tinc coses relacionats amb cal viva, l'Euskadi dels 80...
FAVOR	MonDiari Oi tant! Encara ens estem partint el cul de la repassada que els han fet els nostres polítics als acusadors d'aquesta farsa de judici. Democràcia, i encara venerem la mòmia de Franco?
AGAINST	replicanta_ Hi ha dues coses que no hem provat: presentar a España i a Europa una candidatura de tots els partits indepes sense excepció (per ser-hi en bloc o deixar els escons buits) i que cap partit indepe s'hi presenti. Total, cada 4 anys hi ha eleccions. Per provar que no sigui.
FAVOR	Albert Rivera està desesperat. La sort se li ha tornat esquiva, el moment dolç que tenia en la política espanyola potser hagi passat , joseantich 
NEUTRAL	RT CUPestatcatala: si hi ha intervenció militar, segons el reglament de la C.E. , espanya podria ser expulsada ? TotesMouTV3
AGAINST	Avui, tot l'alumnat de 2ESO ha cuinat crêpes per celebrar Pancake Day/Mardi Gras. El taller ha estat realitzat en anglès i francès i també han après a destriar el rebuig orgànic de l'inorgànic i hàbits d'higiene femcuina femvives 
FAVOR	Les crides continuades a un nou 155, malgrat el col•laboracionisme del nostre govern, ho deixa ben clar. En el cas català no és possible ni tan sols l'autonomia dins d'Espanya. El govern de la Generalitat ha d'escollir, o independència o assimilació..
FAVOR	joancgallego En caiguda lliure , cada cop mes els treballadors catalans veuen que sou el sindicat del 155 al servei de les elits madrilenyes i contra el treballador catala
AGAINST	Deixeu-me afegir explicació. Fa temps que parlem de que el Procés ha atrapat una part dels catalans en una dissonància cognitiva espectacular. Vagi per davant que sóc totalment amateur en psicologia i de fet vaig conèixer aquest tema pel SenyorRequena, que no sé si en sap molt!
NEUTRAL	Podriem pagar 50.000€ anuals a la Rahola per a que NO sortís a la tele? I'm in.
FAVOR	naciopolitica mossos L'única amenaça terrorista que existeix campllibertat OmplimSantJaume 1Oct LlibertatPresosPoliticsiexiliats FreeCatalanPoliticalPrisoners RepublicaCatalana 
FAVOR	A Barcelona nomes hi ha l' opcio de votar JordiGraupera i no nomes perque les altres opcions siguin desastroses , si no perque es una fantastica opcio . Tant si votes amb el cap com amb el cor es l' unic candidat a qui es pot votar
FAVOR	Els actes de protesta s’emmarquen en la campanya de solidaritat a Catalunya Nord amb els presos i exiliats polítics que compta amb el suport de molts càrrecs electes 
AGAINST	Davant les confoses notícies aparegudes en els mitjans de comunicació sobre el futur model de gestió aigua 100% públic i la creació de l'Observatori Ciutadà de l'Aigua a Terrassa us trametem aquest fil que esclareix qualsevol dubte  
FAVOR	⚖️ | JudiciALesUrnes | 🎥 jordialapreso: Em considero un pres polític i això és un judici polític. Tinc la voluntat de donar resposta a la veritat davant un tribunal imparcial. Vull poder demostrar-ho, convençut que tots els fets acusatoris són falsos FreeTothom🎗 
AGAINST	tonicantona lluis_llach Jurarà i perjurarà davant el jutge que mai ha tocat cap nen al Senegal. I quan li diguin que no és acusat, sinó testimoni, i que el judici no va d''allò', sinó del procés, respirarà alleugerit. 
FAVOR	RT dbalears: Demanen als candidats a les europees que es comprometin a fer oficial el català a la UE 
FAVOR	Espanya mai perdonarà que la nostra intel·ligència sigui superior a la seva Donde están las putas urnas coño OmplimStJaume 29S llibreslliures
AGAINST	RT tonicantona: Aquí la Fiscal General de l’Estat dient les coses pel seu nom. 
NEUTRAL	RT Jordi96437543: elnacionalcat Els barons mentre hagi mamella seran barons.
AGAINST	Les prioritats del govern: simbolisme i populisme. La gestio per un altre dia. ElsLliures centrats en les persones. 
FAVOR	SergiAmatGiro Ivan_Kudryashev GuillemRieraQue jcuixart Llegint aquest Ivan, tenen menys bagatge en drets humans i democràcia que un ultra de VOX... no hi perdis el temps.
NEUTRAL	Junqueras només respon a les preguntes de la seva defensa 
AGAINST	Gata perduda a TERRASSA Barri del PobleNou tocant al camp de CanColomer Li diuen MINONA i pot estar en zel... Contacte: 639017101 
FAVOR	Joooder... S'ho tenien ben estudiadet per llençar—se contra qualsevol cosa que no fos un llacet groc... On eres quan ens va traïr en Puigdemont? O a cada renúncia del Govern de Vichy? Perquè AIXÒ SÍ que era el que el govern espanyol volia: que renunciéssim a l'1O 
FAVOR	Les properes setmanes viatjaré a les principals capitals europees per explicar la veritat d’aquest judici. És un judici polític que només busca venjança Parlament  AlfredBosch  Les properes setmanes viatjaré a les principals capi…
FAVOR	Així parlen els veïns i veïnes al Plenari del Districte de Sant Martí. Ja n'hi ha prou de desnonaments i gentrificació! Ens fan fora del barri. Ara EnsPlantem! EnsPlantemP9 
AGAINST	I eixa bandera es la truita !! 
NEUTRAL	RT leotaxil: Caldria fer referèndum a Catalunya sobre si cal o no cal votar a les eleccions d'Espanya.
AGAINST	diada2018 11setembre2018 tram0 RepúblicaCatalana somrepublica Ambient espectacular a Diagonal BCN. (c)josep balcells 
FAVOR	Cada dia ens preguntem si les condicions i els horaris que el judici al TS està imposant, compleixen amb estàndards de mínima dignitat. JudiciFarsa
AGAINST	La dualitat en la que ha viscut molta gent durant molts mesos. La pregunta és: els tornaran a votar? La resposta: molts d’ells, sí, probablement. 
FAVOR	Aquest es pensava que per 4 duros que ja ens deuen... que poc coneix els catalans... NoATot Absolució NoSurrenderCAT 
AGAINST	dariusbruna Barcelona i L'Hospitalet si i diria que la majoria. L'espai cedit és x l'activitat de terrassa però no per magatzem. A LH va ser una lluita de molts mesos al centre i rambla. La foto aquesta ja no es repeteix 
AGAINST	Tu menteixes cada día, i de vegades tres cops. Millo diu la seva veritat. I es clar, no es la teva. TROLERO !! 
FAVOR	Ahir la violència va ser culpa del Govern català per permetre una manifestació feixista, i per donar ordres als Mossos de carregar contra els manifestants independentistes. La culpa és 100% del Govern català. Deixeu de tirar pilotes fora d'una vegada!!!
NEUTRAL	L'Audiència Nacional jutjarà Trapero per rebel·lió 
FAVOR	RT DavidGR1714: De debo creieu que un govern del trifachito trobaria ministres mes fatxes i catalanofobs que Borrell o Marlaska ?
FAVOR	Du Québec. La vostra lluita és important per tots els pobles que es baten per la llibertat i la democràcia. Sigueu forts. Estem amb vosaltres. CatalanTrial CatalanPoliticalPrisoners VagaGeneral21F AturemCatalunya21F MakeAMove JoAcuso JudiciALaDemocràcia polqc assnat 
FAVOR	Pina aixeca la mà per demanar vènia. Marchena triga en veure'l. Li dóna la vènia i li fa retirar la pregunta al fiscal sobre si sense els Mossos es podia haver fet el referèndum
FAVOR	🔴 Torna avui el JudiciFarsa a Madrid. I mentre això passa molts gent ja s'organitza per la 21FVagaGeneral Hi ha qui no vol que tornem a fer-ho. I tu? Ens veiem dijous? AlcemNos 
FAVOR	🔊 Joaquim Forn: El TC està compost per membres nomenats pels partits polítics, i segueixen les seves consignes. Per això es pot posar en dubte la seva imparcialitat Resum de l'interrogatori a l'exconseller per part del fiscal Cadena. 
AGAINST	Si li preguntes a tots els que van organitzar Arenys de Munt et diran la majoria que no hem d'anar a vota Espanya. Tot i això gràcies per recordar a tota la gent que vàrem participar, I reconèixer que va ser el començament de tot. 
NEUTRAL	Científics espanyols desentranyen les bases genètiques del Parkinson 
FAVOR	El que ha que d’aguantar albertdmcat no us ho podeu imaginar. És un assetjament continuat a qualsevol disidència. Endavant✊️ NoPassaran 
FAVOR	Hi va haver 10.000 urnes. Hi va haver milions de paperetes. Hi va haver 2315 centres de votació. 14.000 agents de policía i la guàrdia civil van mirar d'impedir-ho. Vàrem votar i vàrem guanyar. NiOblitNiPerdó Falten 8 dies perquè és compleixi un any del referèndum de l'1-O. 
FAVOR	QuimTorraiPla FAQSTV3 Vostès tenen por. I el poble de l 1 d octubre i els que estan a presó i exili no mereixen polítics covards. Deixin pas als que estan decidits a tot. Estan anul·lant l esforç que va fer el poble. MiquelBuchDimissió
AGAINST	La nostra guia espiritual Pilar Vuvucela humana Rahola ha sentenciat a més de la meitat de catalans. enoticiescat Rahola a López Alegre: anem a la guerra! 
FAVOR	MargaCDR CV del persontaje: Doncs RT i que ruli. Segueix Cs i pàgines de Facebook com Unidad Nacional Española o Lleidatans que no volen la independència, on critiquen amb força el procés català, insulten els seus dirigents i insten les forces policials espanyoles a posar ordre a Cat.
FAVOR	RT estnom: Perquè a aquestes alçades no tenim cap motiu per fer NiUnPasEnrere però molts per continuar endavant. NoSurrenderCat
NEUTRAL	RT CatalanaSusana: Sembla que sí que tot s'hi val, fins i tot que no et tractin com a ciutadà de primera al metge per parlar català Totes…
AGAINST	sempresaludava EnricMillo Doncs els preferiria avants que els cucs com tu de TV3, o la majoria de politics indepes. Si sou falsos i serps
AGAINST	Increïble lo de canviar la v per la b als noms. Vernat, Alva, Bicenç, Balentina, Verta, Àlbar, Alvert, Venet, Vàrvara, Viel, Bidal, Avel. Abui no dormo.
AGAINST	Gol de Van der Eyde. Deixa anar que és una fatxa i que el Tribunal permet preguntar a segons qui si és soci d'Òmnium o l'ANC però no si són seguidors de l'ultradreta. Pam.
FAVOR	RT elnacionalcat: Soraya Rodríguez es dona de baixa al PSOE perquè no vol pactes amb independentistes 
AGAINST	emparmoliner sempresaludava Vas estudiar psicologia també? Has pogut fer terapia a aquests “maltractadors”?... les teves aportacions són tant... xorrades. Has sigut tant pallassa que no et prenem en serio... 🤷‍♂️
NEUTRAL	david_bel Ens baixàvem música amb això. 
AGAINST	CooResidencias MTeresaHeras QuimTorraiPla ChakirelHomrani aferssocialscat cesciglesies Comentari espontani d'un ciutada: davant aquestes barrabassades d govern, segú que darrere hi ha algú q encara està ancorat en el 3% de la epoca Pujol. QuimTorraiPla ChakirelHomrani Vdes. es guanyen a pols la percepció q té la ciutadania. El tema de les 5 residències és brutal.
