LABEL	preprocessing_A
FAVOR	alea️fil fiscalia lestat feixista espanyol considerar gent difusio xarxa independencia perillar aixo faltar judici demanar multar preso costar tancar xarxa quedar incomunicar
AGAINST	últim dia dijous febrer tancar convocatories #residencia creacio circense iberoamericà #ajut art visual #residencies #ajudes suportar creacio art esceniques
AGAINST	tot solidaritat rebuig contundent actuacioem preocupar declaració contra latac part demanar llibertar democracia carrer començar maximes institució pais
AGAINST	divers motí incendiar sgae puntar intervencio governamental
FAVOR	tocar passar governar personar governar personar #mataro sera digital nòmer gent valent davant aprofitar talent avançar situar segle moment graciar conseller #republicadigital #catalunya
FAVOR	#president indecencia shan endur pres politics setmana anire visitar donarlos forçar veure vulnerar dret civil dret humà paranoia prohibir retolador groc #parlament
AGAINST	pua amigar parecer cosa otra
AGAINST	president referir bestia formar humà col•laborador televisio publicar clau dhumor jaja bromar jajajaja castella formar menyspreable comunicacio humà aclarir nòmer referir canaries esta passar
FAVOR	tuit moreneta tuit queixar envers partit politics català anticapitalistes indepes general antifeixista tenir intencio lluitar junt veure pillar idea tranquil anire votar quedar casa
AGAINST	dir judici proces realitat judici trilers jugar futur catalunya poquer anar farol
NONE	puntar concentracio d@esquerraerc salesas madrid president consellerses diputatsdes donar suportar declarar #judicitvcatradio explicar
NONE	club lectura prosa completar text espars joan brossar dilluns febrer llibreria calder passatge pere calder #barcelona #anybrossa #barcelona #catalunya #literatura #llibres #poesia
AGAINST	desmontan vuestro vietnam indepe niña pija
FAVOR	bo nites lhora començar fer tuit seguir fer seguir seguir comentar preguntar arrimadas viatjar waterlo ferli alvaro ojeda opinió #femxarxa
AGAINST	solidari politics pres fer riure
FAVOR	aixo pais quan anar votar pensemho
AGAINST	servir lenganyessin enganyar gent dir cosa despres fer altre apren llegir company
FAVOR	batallar lobjectivitat #joacuso #injusticiaespanyola #desmarcatdespanya #republicacat #llibertatpresospolitics
AGAINST	republica chuli inclusiu transversal dalt abaixjihada mestre
NONE	️el #parlament mante fixar dimarts dimecres setmana roger torrent anira declarar testimoni suprem compatible president parlament demanar canviar #judicitvcatradio
FAVOR	aquest sortir encartellar carrer #noubarris #barris demanar justicia #judicialademocracia #joacuso #autodeterminacionoésdelicte
FAVOR	servir votar atonyinar gent guanyessini discutir pintura holi debo
NONE	avui mateix canviar video estelat
FAVOR	filla fill pres presa politics català trucar artista intel·lectual espanyol donar suportar manifestar denunciar repressio nòmer acceptar sortir nòmer nòmer
AGAINST	piolines bordar atacar fairy #peliculasconfairy
NONE	furar bau estrenar espectacle manar lestiu vinent
NONE	final aixo majoria gent creure estara millorar final cos tenir cosa bo cosa dolenta cadascu valorar linteressa pero canvi ideologia
AGAINST	#últimahora pablo hasel entrar preso enaltiment terrorisme laudiencia nacional rebaixar condemnar imposar
FAVOR	reivindiquemnos poblar reivindiquemlos lliure reivindiquemles casa pels dret llibertat democracia convertir petit derrotar victoria sempre bo diada #diada #femlarepublicacatalana
FAVOR	sanchez enrere retirar aforament afectar politics investigar corrupcio jutjar juan carlos
AGAINST	situacio desesperar families forçat canviar descola laugment preuar llogar nòmer canviar tambe teixir relació aqui xarxa families lescola
FAVOR	veure entes moderar tornar fitxar president dimitir president despres sortir llum compte anonims amenaçar independentista difondre videos dapologia franquisme nazisme
FAVOR	desobeir mobilització general aturar general lluitar carrer ininterromput independencia republica català
AGAINST	cuixart intentar testificar premiar nobel farsante jamas gano nobel
FAVOR	#primeradiada primer diada #fempinya #femrepublica
FAVOR	molt plaçar vell terrassa emocionar sentir paraula mare fill voler voler casa #llibertatpresospolitics
FAVOR	bo sintesi primer setmana #judici començar segon #llibertat #dignitat
FAVOR	repressio politics preso exiliat #nioblitniperdo #diada #freetothom #llibertatpresospolitics
AGAINST	defallir plataforma voler fotre sotana
AGAINST	aquest tardar ordenar poema joana raspallar inspirar nostre inventar poema #lecxit jo
FAVOR	democrata independentista venir plaure
FAVOR	milio personar independentista concentrar barcelona #diada aldarull incident agressio nòmer pero mirar
FAVOR	sexplica pero escoltar fet simposen poder condemnar primer puntar partir determinar #independència
NONE	intolerable sou estratosferics anar taquilla poder treballar esperar consequencia diner repartir
FAVOR	dia trist #joacuso pero tenir #bonanoticiadeldia lobra façana passio josep subirachs declarar dinteres nacional generalitat catalunya reconeixement merèixer
NONE	linspector aquest sels treure graciar #detectiuconanxl
FAVOR	joaquim forn parlar dinactivitat mosso desquadra davant requeriment contra referendum dia previ aixecar acte #judicio
AGAINST	moltissima casualitat coincidir larribada joan laporta presidencia barça
AGAINST	aleix puigdemont nòmer representar tremosa sorry
NONE	atac frontal contra lindependentisme imigracio multiculturalisme lactar parlament europeu
AGAINST	mhauria agradar generalitat heure frenar provocador venir barcelona #faqsbacallatv
NONE	magatzem tancar #catalunya #dia #supermercat
AGAINST	sostre limbecil mestre politics despres
AGAINST	seriar fer servir fairy armar violentar ostra canviare sabo rentaplats poder ferir greument patetic plegar #judicio #judicifarsa #judiciproces
FAVOR	disposar ferho mateixaixo insoportable intolerable #tajanipuppetoffascism
NONE	greu error declaració notar premsar enviar avui falsar afirmar posar marxar quilometrar actual linies llegir wikipedia comprovarho
FAVOR	ahir nombrós feixista manifestar pels carrer barcelona maxim responsable partir popular ciutat caminar aparençar normalitat envoltar esbirro neonazi feixista pretendre mantenir sogar constitucional sang #nopassaran
NONE	jose antonio nieto exsecretari destat seguretat moment mosso retreure guardia civil informar lentrada conselleria #judicitvcatradio
FAVOR	idiota posar dacord mentir empetetes organitzar pensar miserable caure caure poder aixecar junt fer possible #senypiticollons #nioblitniperdo
FAVOR	depurar mosso mercenari feixista #foraxusmapol #nioblitniperdo
NONE	jose antonio nieto exsecretari destat seguretat matar teniem constancia mosso tancar col·legi veure aixo decidir actuació solitari #judicitvcatradio
NONE	maner percebre representar vida anar canviar pero decisio voler mare sempre condicionar factor politics cultural medics religiós provocar perdua sensible llibertat basiques #marçlila
NONE	#santcugat mutua terrassa #mcadadia #ensplantem #vagafeministam
FAVOR	protegir urna coneixer poblar delicte politics tenir obligacio politica moral dactuar segon poblar desitjar contrari enganyar trairar votant
FAVOR	#portadaterribas dedicar laura rosel personar donar car moment complex vida politica social tenir facil puntal
AGAINST	bo decisio total parlament esta tancar incapacitar
AGAINST	momiun cultural temps perdre autoritat moral parlar democracia cultura agenciar goebbeliana propaganda nacionalseparatista
FAVOR	baixar laietà muntar gent girar manar #fvagageneral #autodeterminacionoésdelicte #joacuso
AGAINST	fotre pedrada compis avui tocar
NONE	repugnar banalitzar violacio #judicialesurnes
AGAINST	catalunya comunitat autonoma llistar despera gran dependencia @nmartinblanco facilitar conciliacio pero obrir ambaixada mantenir fugir justicia #parlament
FAVOR	carrizosa enfadar societat civil lentitat creure daplicar
AGAINST	sector #comabella millorar arribar collar fantastic #meteo #eltemps
AGAINST	magnificar campanya familia poder treient partir sentir pero bueno donde cabre cabre tresar veritat #vergonya #dondecabendoscabentres #depe #pge
FAVOR	lestel vespre infantar nou llum daquest poblar #nosurrendercat
FAVOR	demà costar encausar tsjc #decidimser desobediencia eina
AGAINST	quin independencia aquestos parlan tambe trairar aplicar resultar vincular clar innocent absolutament respectar milió català poblar perdonar
FAVOR	manifestar puigdemont prision votar posar perfilar repressio dir haviem buscar thas posar llaçar mobilitzar pels pres exiliat quin fastic
AGAINST	potser gent proposar testimoni prendre part pressumptes delicte jutjar
NONE	nena any sils assegurar tresar home lhan intentar segrestar anar lescola tardar
FAVOR	suprem admetre gairebe testimoni rebutjar vintè defensar cuixart òmnium mostrar connivencia institució espanyola lextrema dret #judicitvcatradio
NONE	generalitat retirar cartell catala fronter aragonès estudiar canviarlo lloc despres governar aragones tapar castella
AGAINST	mhas entes parlar governar mesurar prendre quina parlar nòmer parlar pels votant espanya governar mateix representar
FAVOR	creure passar historiar loasi catala intent reinstaurarlo evident revolució bo negoci cul llogar politica maniobrar apagar ansies lliberat canvi social
AGAINST	fi colar demostrar capacitar gestionar ajuntament barcelona ell equipar tenir soport respectar lacord crear equipar governar
AGAINST	sortejar exemplar dues donar nuar escriure mà deixar tastarne relat
AGAINST	fer tortosa declarar independencia unilateralment sortir adoptar visio autarquica leconomia
NONE	lexperiencia servir evitar caure situació sap fer patir pero tambe tornar caure #jomentenc situació home #tuitdelliureinterpretacio #notincremei #callaja aquest tuit portar matar fer guitza
NONE	#totesmoutv nou tertulià clonar larrimades conferenciar voler saber programar
FAVOR	amenaçar pero tenir moment
NONE	identificar menor agredir sexualment robar publicar donar horta sant octubrar novembre
AGAINST	espanya robar oprime #juicioproces #secesionismo #lazis
FAVOR	imaginar alemany campanya explicar alemany democracia autenticar imaginar belgica regnar unir holanda suecia finlandia àustria fer campanya semblar perque nòmer democracia autenticar necessitar dirho
FAVOR	ambdos espectacular tant orgullar imens tenir politics catalunya soporto politics comportar personar soporto persona comportar politic ell primer definicio
NONE	#mesvistes sabi strubell linesperat trending topic declaracio jordi sanchez
FAVOR	lestat posar marxar maquinar poblar respondre clavell urna butlleta començar #mambo #valls #referendumcat
FAVOR	pedro sanchez independentisme avalar pressupost opció reconeixer republica català defecte daixo iniciar negociació bilateral generalitat catalunya celebrar referendum vincular dautodeterminacio acordar #noatot
FAVOR	#juiciofarsa #judicifarsa aixi millo netejeu fairi majordom ratoli magatzem ratar
AGAINST	superar esquerre membrar cristo megaprogre
AGAINST	europa mirar propi interes europa normalitzar lextrema dret europa dreta semblar europa centrar europa tolerar espanya turquia espanya paisos dreta semblar autentics paisos democratics #judicialademocracia
AGAINST	jose luis iglesias guerrero instructor boxgym manresa lultima fotre esta demanar taxar #alertaultra
FAVOR	avui dissabte setembre avui portar dia proclamacio #republicacatalana parlar
FAVOR	mirar sen empresonar sen impedir votar continuar dir doblar feina
FAVOR	bo pujar trenar #femxarxa #nosurrendercat
AGAINST	aixo veure gent adonar duna vegada mentir trairar muntatge
FAVOR	seriar genial usarais nuestros hashtags vuestros tuits hasta hora #llibreslliures #omplimstjaume
AGAINST	acomiadar carnaval lenterro sardina #viladecans
AGAINST	mateix veure tipificar delicte consistir intentar entrar ordre denunciar
NONE	ometre lhomenatge pres politics desfilar
NONE	ministeri linterior retirar avantatjar fiscal hazte transfobic
